transaction_id,user_id,amount,location,time,transaction_type,device,previous_fraud,fraud
12952,13665,499.74,Moscow,2021-02-03 10:48:34.447117,Transfer,Web,0,1
12953,13102,1611.05,London,2023-12-08 06:38:33.885841,Purchase,ATM,0,0
12954,42752,2653.49,New York,2024-03-16 16:08:45.721696,Bill Payment,Web,0,0
12955,43348,8082.4,Las Vegas,2021-01-10 09:24:14.333932,Bill Payment,POS,0,0
12956,14958,5581.86,San Francisco,2022-03-06 02:26:47.668097,Deposit,Crypto Wallet,0,1
12957,34463,2079.82,Dubai,2022-05-04 08:06:49.531764,Purchase,Web,0,1
12958,41639,3059.97,Dubai,2023-05-19 13:43:31.604134,Purchase,Web,0,0
12959,18071,8514.46,Moscow,2021-10-04 04:19:46.659482,Purchase,ATM,0,1
12960,37372,3182.9,Dubai,2025-01-28 12:45:10.010795,Bill Payment,Web,0,1
12961,44202,6973.12,Los Angeles,2024-04-25 03:47:14.098054,Transfer,Mobile,0,1
12962,44212,4460.36,San Francisco,2024-03-27 04:09:40.079026,Bill Payment,Crypto Wallet,0,1
12963,8513,4838.3,London,2024-07-18 04:43:25.698750,Bill Payment,POS,0,0
12964,33633,1647.73,Tokyo,2023-06-06 03:55:01.358985,Bill Payment,ATM,0,1
12965,21652,3005.18,Moscow,2024-06-06 19:14:45.176252,Purchase,ATM,0,0
12966,32857,3121.44,Tokyo,2020-12-31 00:09:53.686951,Bill Payment,ATM,0,0
12967,9590,5213.53,San Francisco,2023-04-05 18:21:48.699481,Bill Payment,Mobile,0,0
12968,37821,9867.67,Las Vegas,2020-11-17 08:27:23.062037,Transfer,POS,0,1
12969,41918,914.01,Moscow,2020-12-03 14:25:10.099379,Purchase,POS,0,1
12970,3274,8741.59,Miami,2025-02-20 21:39:47.121888,Transfer,Mobile,0,0
12971,17147,3129.37,Miami,2023-09-08 04:30:40.619322,Bill Payment,Mobile,0,1
12972,33223,1679.74,Tokyo,2022-07-26 09:23:28.331016,Purchase,Crypto Wallet,1,1
12973,39611,2578.76,Moscow,2021-08-26 21:58:47.579046,Deposit,Crypto Wallet,0,1
12974,44023,4045.15,Moscow,2023-09-11 23:47:32.963320,Purchase,Web,0,1
12975,48120,6495.13,Los Angeles,2024-12-12 20:54:07.816933,Deposit,Crypto Wallet,0,1
12976,48125,7811.16,Dubai,2023-07-26 22:47:07.311406,Bill Payment,POS,1,0
12977,31128,1781.84,Los Angeles,2022-12-14 11:05:23.466203,Purchase,POS,0,0
12978,16382,1320.03,Los Angeles,2021-03-02 04:33:44.655260,Bill Payment,ATM,0,1
12979,9777,296.5,Dubai,2024-09-14 14:44:34.017194,Transfer,Crypto Wallet,0,1
12980,34044,3288.04,Tokyo,2023-01-06 16:07:43.821982,Transfer,POS,0,0
12981,14976,5164.78,Moscow,2025-02-08 05:45:29.973539,Transfer,Mobile,0,1
12982,23275,4712.51,Los Angeles,2023-10-08 09:46:20.527691,Withdrawal,Crypto Wallet,0,0
12983,4927,3855.67,Moscow,2020-10-07 18:47:41.242304,Bill Payment,ATM,0,0
12984,28385,3962.03,London,2023-12-18 04:34:33.946692,Transfer,Web,0,0
12985,5390,7921.02,Chicago,2023-09-06 05:05:14.590725,Bill Payment,Web,0,1
12986,34105,7042.96,New York,2024-10-18 01:45:47.833651,Bill Payment,POS,0,0
12987,46256,9246.23,Miami,2022-12-06 06:56:30.291685,Withdrawal,Mobile,0,1
12988,13266,6526.2,Miami,2023-05-11 02:25:02.381268,Purchase,Mobile,0,1
12989,33580,2157.13,San Francisco,2023-10-23 20:20:59.473707,Transfer,ATM,0,0
12990,7993,3818.61,London,2023-12-06 14:44:08.615118,Purchase,Crypto Wallet,0,0
12991,5467,4063.11,Las Vegas,2023-11-25 23:23:46.677065,Transfer,Web,0,0
12992,17832,8130.04,Los Angeles,2020-01-15 18:54:45.648209,Transfer,Web,0,1
12993,40363,5261.2,London,2020-09-30 10:44:55.538626,Transfer,Mobile,0,0
12994,22521,8647.36,London,2022-10-24 15:40:54.495538,Bill Payment,ATM,0,1
12995,42504,9375.44,Miami,2024-04-23 11:02:56.562877,Purchase,POS,0,1
12996,27586,8941.5,Los Angeles,2020-04-19 09:19:38.366870,Bill Payment,Crypto Wallet,0,1
12997,40076,8631.63,Moscow,2022-02-18 08:09:50.534226,Withdrawal,Mobile,0,1
12998,35818,7841.32,Los Angeles,2024-06-26 03:13:25.738751,Bill Payment,Mobile,0,1
12999,49920,9052.31,New York,2023-07-09 15:40:41.029747,Deposit,Crypto Wallet,0,0
13000,5832,4478.45,London,2023-03-04 15:07:25.550641,Withdrawal,Web,1,0
13001,45142,1523.4,Los Angeles,2020-04-10 04:08:36.463727,Transfer,Web,0,1
13002,8099,1738.21,San Francisco,2024-05-03 17:16:10.095852,Deposit,ATM,0,0
13003,22898,614.36,New York,2021-03-16 06:03:01.233282,Purchase,POS,1,1
13004,8164,2154.28,Chicago,2024-10-17 20:51:19.186708,Transfer,Mobile,0,0
13005,30242,1762.34,Las Vegas,2022-09-17 14:43:51.885407,Transfer,Mobile,0,0
13006,40918,1875.76,Las Vegas,2023-03-04 02:32:33.255874,Bill Payment,Crypto Wallet,0,0
13007,40641,5194.26,London,2022-05-18 01:16:57.854548,Withdrawal,Crypto Wallet,0,1
13008,1919,5462.22,Dubai,2023-04-22 09:38:29.099073,Purchase,Crypto Wallet,0,0
13009,42546,9620.59,Los Angeles,2022-07-27 20:42:45.939845,Transfer,Mobile,0,1
13010,22111,5240.22,San Francisco,2021-06-02 03:04:10.324375,Withdrawal,POS,0,1
13011,43412,4868.78,Los Angeles,2023-02-18 17:04:00.399401,Bill Payment,POS,0,0
13012,6679,1122.92,Moscow,2025-01-15 01:00:12.495198,Transfer,ATM,0,1
13013,46350,384.74,London,2022-10-03 06:39:30.905899,Bill Payment,Crypto Wallet,0,0
13014,7172,5420.15,London,2022-05-26 02:49:32.971010,Transfer,ATM,0,1
13015,18583,2344.56,New York,2022-11-02 07:27:25.356704,Deposit,ATM,0,0
13016,16856,188.74,Moscow,2022-10-03 07:54:48.986813,Bill Payment,POS,0,0
13017,13557,6443.36,Los Angeles,2020-10-29 09:52:23.974863,Deposit,POS,0,1
13018,26052,9438.6,London,2020-08-06 00:27:25.996880,Withdrawal,POS,0,1
13019,33172,1764.22,Tokyo,2021-04-24 04:57:36.246283,Deposit,ATM,0,1
13020,48688,3842.04,London,2020-06-30 16:06:35.143778,Purchase,Mobile,0,0
13021,45573,8800.96,Miami,2023-10-12 12:47:58.031975,Bill Payment,ATM,0,0
13022,1815,9628.06,New York,2021-04-16 16:23:16.964998,Purchase,Mobile,0,0
13023,23010,8756.54,Tokyo,2025-01-09 16:11:12.815810,Transfer,POS,0,1
13024,28393,1039.36,Moscow,2022-04-27 16:45:17.337618,Transfer,Web,0,1
13025,32750,5445.72,Los Angeles,2020-07-31 21:53:27.343271,Purchase,Crypto Wallet,0,1
13026,16704,6364.77,Tokyo,2022-06-07 05:22:06.375173,Bill Payment,Web,0,1
13027,33952,5735.14,Los Angeles,2023-09-27 07:59:31.204401,Deposit,Crypto Wallet,0,0
13028,21879,1677.49,Moscow,2021-03-19 22:12:36.691520,Purchase,ATM,0,0
13029,42116,2179.06,Las Vegas,2020-05-15 16:38:36.654200,Deposit,POS,1,1
13030,38311,4388.35,Moscow,2023-09-25 03:52:46.302367,Transfer,Crypto Wallet,0,1
13031,46398,2898.67,Los Angeles,2024-05-24 07:17:04.629516,Deposit,Mobile,0,0
13032,35859,6588.06,Chicago,2024-12-26 10:43:03.074639,Transfer,ATM,0,0
13033,8709,7110.29,Las Vegas,2023-03-28 08:20:09.591707,Transfer,POS,0,0
13034,41359,4851.27,Las Vegas,2024-03-26 19:49:16.958154,Deposit,ATM,1,1
13035,25471,3708.31,Miami,2022-06-30 11:32:05.203746,Bill Payment,Mobile,0,0
13036,39136,1396.29,Las Vegas,2022-09-23 08:00:53.379336,Transfer,Crypto Wallet,0,0
13037,24603,9061.5,Chicago,2024-03-17 06:02:58.465289,Transfer,ATM,0,1
13038,47525,540.91,Los Angeles,2024-01-14 02:34:10.763061,Withdrawal,POS,0,1
13039,8176,7706.49,Dubai,2021-12-09 16:04:25.552815,Withdrawal,POS,0,0
13040,6603,7838.24,Las Vegas,2023-09-18 08:37:35.197884,Deposit,Crypto Wallet,0,1
13041,35248,4090.57,Dubai,2024-06-21 21:54:59.464225,Withdrawal,POS,0,1
13042,30595,2466.29,Dubai,2022-07-04 14:26:12.626225,Bill Payment,ATM,0,1
13043,43018,1800.5,Moscow,2021-07-14 18:00:31.175284,Withdrawal,Mobile,0,1
13044,48317,6174.09,London,2022-04-22 14:23:46.548219,Withdrawal,Mobile,0,1
13045,40168,2282.43,Moscow,2023-11-18 13:12:44.926674,Deposit,ATM,0,1
13046,35287,5076.1,Miami,2023-10-04 09:28:04.333288,Transfer,POS,0,1
13047,14877,8412.96,London,2020-12-08 20:06:29.708216,Deposit,Mobile,0,1
13048,44053,3557.87,Chicago,2022-11-17 11:16:35.942924,Withdrawal,Web,0,0
13049,37715,4303.41,Tokyo,2024-02-28 09:32:33.502367,Bill Payment,Web,0,0
13050,22671,5277.21,London,2023-03-22 15:07:05.906139,Deposit,Web,0,1
13051,47425,8904.66,Tokyo,2020-05-14 19:31:08.066574,Bill Payment,ATM,0,1
13052,38609,6039.48,London,2020-03-25 22:55:02.131442,Purchase,Mobile,0,1
13053,21108,839.68,New York,2021-01-31 08:16:46.695280,Deposit,Web,0,0
13054,31544,6763.06,Dubai,2022-09-16 09:15:25.351622,Transfer,Mobile,0,1
13055,3672,5532.29,Los Angeles,2021-04-06 07:55:13.841763,Withdrawal,Web,0,1
13056,2323,7449.38,Las Vegas,2022-03-22 03:23:14.119232,Purchase,POS,0,1
13057,14189,7316.4,Las Vegas,2025-02-25 21:06:06.631865,Withdrawal,POS,0,1
13058,17953,2671.18,Miami,2024-01-07 06:03:33.793040,Deposit,ATM,0,0
13059,20660,5491.58,Dubai,2022-09-30 18:48:43.144852,Purchase,POS,0,0
13060,24851,3573.31,Tokyo,2022-03-14 09:12:50.277795,Withdrawal,Crypto Wallet,0,0
13061,46452,8660.6,London,2020-09-10 00:38:38.545844,Deposit,Web,0,1
13062,16405,7509.82,Miami,2020-03-31 13:09:36.950559,Deposit,Mobile,0,1
13063,14526,430.68,Los Angeles,2024-10-18 03:25:02.574011,Transfer,Crypto Wallet,0,1
13064,42663,7702.01,Chicago,2020-06-19 04:59:33.921266,Withdrawal,ATM,0,1
13065,42171,4686.9,Dubai,2023-04-04 03:08:08.580588,Bill Payment,Web,0,1
13066,47063,1566.26,Las Vegas,2020-01-23 13:15:57.211154,Transfer,ATM,0,0
13067,9053,6282.32,Moscow,2022-02-22 19:39:49.338579,Transfer,Mobile,0,1
13068,13630,9672.28,Tokyo,2022-04-11 02:28:17.881743,Withdrawal,POS,0,0
13069,12668,3610.79,San Francisco,2021-05-06 18:11:55.316375,Withdrawal,Crypto Wallet,0,0
13070,41052,8322.4,San Francisco,2021-07-23 18:30:28.240340,Purchase,Crypto Wallet,0,1
13071,46143,7682.19,London,2020-03-29 01:18:40.148599,Deposit,Web,0,1
13072,39263,5065.53,Los Angeles,2021-07-20 20:08:34.570312,Withdrawal,POS,0,1
13073,4613,9273.36,London,2020-06-22 05:17:12.396073,Transfer,Web,0,1
13074,18211,5279.19,Las Vegas,2023-06-20 21:33:46.776616,Bill Payment,Web,0,0
13075,2941,2039.32,Moscow,2025-02-24 01:02:55.396056,Withdrawal,Crypto Wallet,0,1
13076,46659,8407.5,Los Angeles,2021-06-01 20:26:34.172628,Transfer,ATM,0,0
13077,28819,7496.75,San Francisco,2022-06-02 08:08:53.268406,Bill Payment,Mobile,0,1
13078,45940,6816.25,Miami,2020-10-28 19:07:40.228509,Bill Payment,Web,0,1
13079,1685,3803.42,London,2024-08-31 01:30:05.536932,Transfer,Web,0,0
13080,2743,2759.27,Tokyo,2021-07-14 18:42:33.063389,Purchase,POS,1,1
13081,25054,2045.97,Moscow,2024-08-09 02:47:29.935494,Deposit,Mobile,0,0
13082,15497,5495.43,Miami,2022-04-12 16:06:29.699525,Purchase,ATM,0,1
13083,14203,8612.06,New York,2022-03-07 03:38:06.202127,Bill Payment,Crypto Wallet,0,1
13084,29724,5074.98,Moscow,2023-08-12 02:07:34.440645,Withdrawal,Web,0,1
13085,27106,3704.07,Tokyo,2023-06-11 11:02:18.643354,Purchase,Web,0,0
13086,48235,3983.46,Chicago,2024-12-03 18:12:26.719063,Transfer,Mobile,0,0
13087,11590,7350.34,Miami,2023-01-18 18:38:16.104376,Transfer,Web,0,1
13088,41054,1968.25,Dubai,2021-12-23 13:02:18.773519,Deposit,Mobile,0,1
13089,1341,7962.22,Los Angeles,2024-05-05 05:24:49.784395,Bill Payment,Mobile,0,1
13090,8524,4634.49,New York,2023-02-11 05:11:28.462250,Withdrawal,Web,0,0
13091,10299,9140.59,New York,2021-02-03 06:59:58.109458,Transfer,Web,0,1
13092,7757,5471.96,San Francisco,2024-07-10 13:30:49.431863,Purchase,Web,0,1
13093,19543,5260.74,London,2021-12-14 16:18:11.556967,Purchase,ATM,0,1
13094,1559,8064.11,Tokyo,2020-01-22 04:11:35.626006,Purchase,Crypto Wallet,0,1
13095,27847,9387.28,Las Vegas,2023-02-01 03:26:36.761801,Bill Payment,POS,0,0
13096,41274,1286.26,Tokyo,2023-02-12 15:24:41.840654,Purchase,Mobile,0,0
13097,31217,6836.55,San Francisco,2021-03-08 16:15:49.060685,Deposit,Web,0,1
13098,25504,9385.31,New York,2024-04-28 17:58:16.699451,Bill Payment,ATM,0,1
13099,36075,2301.42,Miami,2024-05-15 14:17:35.118710,Bill Payment,Mobile,1,1
13100,43511,950.3,Las Vegas,2022-08-25 07:33:00.278280,Withdrawal,Crypto Wallet,0,0
13101,12080,6182.63,San Francisco,2023-09-05 12:56:48.989035,Deposit,Web,0,0
13102,27566,889.15,Dubai,2024-11-03 17:26:35.550475,Deposit,Crypto Wallet,0,0
13103,27423,7141.95,Miami,2025-01-31 14:23:35.720878,Transfer,Crypto Wallet,0,0
13104,47579,6906.43,Los Angeles,2021-09-13 18:44:43.848195,Withdrawal,Web,0,1
13105,32052,8129.46,London,2023-08-13 08:47:51.192701,Bill Payment,Mobile,0,1
13106,1935,1284.52,Chicago,2020-03-31 00:25:55.682452,Transfer,ATM,0,1
13107,7543,6827.54,Los Angeles,2020-05-30 00:32:12.811708,Withdrawal,ATM,0,0
13108,39267,1653.14,Dubai,2021-06-07 10:14:51.092241,Transfer,Mobile,0,1
13109,26678,8406.35,Miami,2022-05-18 19:22:32.968444,Bill Payment,Crypto Wallet,0,1
13110,45541,9307.89,London,2021-07-24 01:03:12.402962,Purchase,ATM,0,1
13111,19655,3970.59,Tokyo,2023-04-13 17:58:25.476425,Withdrawal,POS,0,0
13112,16376,1432.97,Dubai,2021-04-03 16:46:13.063754,Withdrawal,Crypto Wallet,0,1
13113,23485,4890.93,Los Angeles,2023-06-05 22:19:16.299456,Deposit,POS,0,0
13114,34044,8568.5,Las Vegas,2022-11-18 18:17:50.081377,Transfer,Web,0,0
13115,31685,8657.57,London,2023-02-22 00:12:36.451839,Bill Payment,Mobile,0,1
13116,21213,499.25,Dubai,2024-07-31 09:29:33.842248,Purchase,POS,0,1
13117,5186,541.03,New York,2021-03-27 09:29:02.240331,Bill Payment,POS,0,0
13118,42776,3113.26,New York,2023-04-19 00:02:13.981958,Withdrawal,POS,0,1
13119,42788,9474.51,Dubai,2024-04-19 12:40:48.013061,Transfer,Mobile,0,1
13120,41354,7190.7,Las Vegas,2024-12-30 09:57:12.969578,Bill Payment,POS,0,0
13121,45685,293.1,San Francisco,2021-02-22 12:47:49.153512,Deposit,Crypto Wallet,0,0
13122,33142,7089.67,Tokyo,2023-10-24 09:43:28.247314,Purchase,Web,0,1
13123,38263,2043.12,San Francisco,2022-03-15 07:04:39.360645,Transfer,Crypto Wallet,0,0
13124,25808,4606.86,Los Angeles,2020-04-19 20:12:16.184464,Deposit,POS,0,0
13125,45930,7971.33,London,2025-01-30 16:33:24.479120,Purchase,Mobile,0,0
13126,22948,7891.16,Dubai,2021-05-07 12:15:28.388693,Bill Payment,POS,0,1
13127,34645,1704.79,Los Angeles,2023-01-22 10:06:38.553001,Withdrawal,ATM,0,0
13128,23919,7325.53,San Francisco,2024-06-28 19:06:55.110247,Deposit,Web,1,1
13129,28912,9645.46,San Francisco,2024-10-27 16:56:03.123632,Purchase,Crypto Wallet,0,1
13130,22811,6767.91,Los Angeles,2024-04-01 17:49:43.361735,Withdrawal,Mobile,0,0
13131,22010,7609.72,Tokyo,2024-09-08 17:28:05.701347,Transfer,POS,0,0
13132,18570,432.16,New York,2023-05-12 08:21:04.434676,Bill Payment,POS,0,0
13133,22295,8954.05,New York,2022-01-12 06:06:06.566342,Deposit,POS,0,1
13134,38654,4193.67,Las Vegas,2020-05-29 22:37:22.411475,Deposit,POS,0,0
13135,35673,2978.0,San Francisco,2021-11-09 09:20:24.109951,Bill Payment,ATM,0,0
13136,32694,6969.53,London,2022-12-07 23:22:25.000226,Bill Payment,Crypto Wallet,0,0
13137,5485,7389.77,Moscow,2024-06-19 01:06:53.351298,Deposit,Mobile,0,1
13138,48992,9225.19,Dubai,2020-01-11 05:32:05.460242,Transfer,Web,0,1
13139,18934,5988.74,Los Angeles,2024-12-07 15:28:33.047185,Deposit,POS,0,0
13140,35710,738.29,Dubai,2023-06-11 03:00:00.651772,Purchase,Mobile,0,1
13141,36300,2581.88,Dubai,2020-01-01 18:57:38.334283,Transfer,Mobile,0,1
13142,31170,6183.08,Tokyo,2025-02-22 06:25:13.506997,Transfer,Mobile,0,0
13143,12975,9836.62,New York,2022-01-17 13:14:03.506047,Transfer,Crypto Wallet,0,1
13144,20188,7171.92,Tokyo,2024-06-29 14:37:15.267467,Deposit,Mobile,0,0
13145,43175,3983.95,Los Angeles,2021-10-27 18:38:07.440743,Withdrawal,Crypto Wallet,0,0
13146,3670,8705.95,Las Vegas,2024-08-05 07:24:26.723312,Deposit,POS,0,1
13147,12408,4012.82,New York,2022-10-17 08:51:54.798128,Purchase,Crypto Wallet,0,0
13148,27083,3231.78,Las Vegas,2021-03-29 04:02:09.922945,Withdrawal,Web,0,0
13149,45410,1686.54,London,2022-11-16 13:43:11.154642,Deposit,POS,0,0
13150,6247,4148.31,New York,2024-12-23 05:33:45.327260,Deposit,Crypto Wallet,0,0
13151,13880,174.45,Las Vegas,2020-06-16 10:47:54.332785,Deposit,Web,0,0
13152,20708,5742.71,Tokyo,2022-08-14 12:12:09.985355,Bill Payment,Mobile,0,1
13153,20507,8540.46,Tokyo,2023-02-27 04:42:50.547400,Bill Payment,POS,0,1
13154,8737,2030.19,Dubai,2024-01-27 10:59:17.208436,Deposit,Crypto Wallet,0,0
13155,33533,4086.01,Moscow,2023-01-27 14:52:37.320751,Purchase,Mobile,0,0
13156,15384,9923.79,New York,2022-03-17 11:41:10.844446,Withdrawal,Mobile,0,1
13157,28976,8288.09,Tokyo,2024-09-11 09:39:25.659514,Bill Payment,POS,0,1
13158,44358,4929.39,Chicago,2020-10-06 18:16:24.599270,Withdrawal,Mobile,0,0
13159,20763,4921.56,Las Vegas,2024-05-01 02:18:40.090101,Purchase,Mobile,1,1
13160,11771,115.28,New York,2021-06-22 13:40:49.863190,Transfer,ATM,0,0
13161,27399,7324.32,New York,2023-12-22 04:16:18.340262,Purchase,Crypto Wallet,0,1
13162,47724,8599.43,Las Vegas,2020-05-13 10:13:00.529317,Withdrawal,Crypto Wallet,0,0
13163,34254,5606.44,Moscow,2022-10-29 15:36:52.538744,Transfer,Crypto Wallet,0,0
13164,6739,1448.6,London,2023-11-06 03:18:18.111272,Bill Payment,Crypto Wallet,0,0
13165,15353,1494.47,Las Vegas,2022-03-16 13:51:32.072006,Deposit,POS,0,0
13166,14940,6523.14,Los Angeles,2023-08-18 17:27:04.313183,Deposit,Crypto Wallet,0,1
13167,43175,2100.22,Tokyo,2023-02-22 07:05:46.866624,Purchase,Mobile,0,0
13168,2095,3132.16,Chicago,2024-01-19 16:54:57.445935,Withdrawal,Web,0,0
13169,34540,5449.4,Los Angeles,2024-10-23 13:09:32.620254,Bill Payment,ATM,0,1
13170,23951,231.38,Tokyo,2020-11-18 07:42:57.906739,Withdrawal,Mobile,0,0
13171,31090,9011.69,Chicago,2022-05-17 18:09:58.188674,Transfer,Web,0,1
13172,15447,9439.6,San Francisco,2023-12-31 10:54:32.389246,Withdrawal,Crypto Wallet,0,1
13173,22798,459.13,San Francisco,2023-07-22 01:56:00.204548,Withdrawal,POS,0,1
13174,43897,8075.0,Los Angeles,2021-06-14 22:19:54.026755,Purchase,Web,0,1
13175,12602,1540.92,San Francisco,2024-10-02 05:17:54.382385,Withdrawal,POS,0,0
13176,10575,1054.94,Miami,2024-07-13 15:10:59.148569,Withdrawal,Crypto Wallet,0,0
13177,36259,1620.85,London,2023-07-06 10:01:39.238967,Purchase,POS,1,0
13178,46247,3080.46,Chicago,2020-04-23 03:17:14.565365,Bill Payment,Crypto Wallet,0,1
13179,19763,1798.72,Miami,2024-08-23 00:55:05.669691,Bill Payment,POS,0,1
13180,32607,1883.19,New York,2024-04-24 13:52:08.554131,Purchase,Crypto Wallet,1,1
13181,31960,8741.07,Dubai,2024-11-30 21:06:27.732452,Bill Payment,POS,0,0
13182,15305,7633.75,Tokyo,2024-11-07 18:58:32.781820,Withdrawal,POS,0,1
13183,49326,2780.57,Tokyo,2021-06-01 20:35:04.296899,Transfer,POS,0,0
13184,39678,8269.72,Tokyo,2024-08-24 05:35:24.553385,Transfer,POS,0,1
13185,45738,5564.11,Los Angeles,2020-04-14 01:43:30.312969,Deposit,POS,0,1
13186,12567,5606.17,London,2021-01-08 18:22:56.003902,Withdrawal,ATM,0,1
13187,26860,9158.0,Dubai,2024-07-10 19:08:23.433395,Bill Payment,POS,0,1
13188,24738,6385.73,Tokyo,2021-12-28 06:45:03.805255,Transfer,Web,0,1
13189,32695,1164.03,Moscow,2021-02-15 18:19:08.897206,Deposit,Web,0,1
13190,6568,1798.03,Miami,2023-08-16 08:00:48.937063,Purchase,Mobile,0,0
13191,44751,8413.07,Los Angeles,2021-06-12 13:37:04.500863,Deposit,POS,0,1
13192,42143,3088.22,Los Angeles,2024-11-28 12:20:02.330172,Bill Payment,POS,0,0
13193,41916,1907.29,Los Angeles,2022-03-02 07:15:41.121641,Bill Payment,ATM,0,0
13194,3202,3470.23,Dubai,2021-03-21 16:16:39.930942,Withdrawal,Mobile,0,0
13195,20845,8015.72,San Francisco,2024-12-08 10:28:24.725260,Deposit,Mobile,0,1
13196,47377,5168.23,Chicago,2024-03-16 16:13:33.461067,Bill Payment,POS,0,0
13197,36913,48.22,New York,2020-11-23 11:01:38.575289,Deposit,Web,0,0
13198,10515,6628.39,San Francisco,2021-08-23 09:56:19.907158,Purchase,Web,0,1
13199,32466,2008.73,Los Angeles,2024-07-03 03:50:49.484225,Purchase,Web,0,1
13200,30813,7257.27,Los Angeles,2022-07-07 17:22:22.842517,Bill Payment,ATM,0,1
13201,3670,171.73,Los Angeles,2020-10-07 19:06:49.253187,Purchase,Crypto Wallet,0,0
13202,3333,8244.69,Moscow,2024-02-13 06:01:43.286711,Purchase,Web,0,1
13203,13090,205.73,Los Angeles,2022-04-13 22:53:53.209627,Transfer,Mobile,0,0
13204,6522,1290.17,Miami,2020-09-27 05:49:52.104706,Withdrawal,Crypto Wallet,0,0
13205,42068,5974.55,Los Angeles,2020-06-08 03:16:39.449142,Bill Payment,ATM,0,0
13206,11638,1245.08,New York,2022-11-23 01:33:54.227350,Deposit,Mobile,0,1
13207,42093,5111.98,Chicago,2023-12-23 06:54:44.738291,Bill Payment,Crypto Wallet,0,1
13208,26264,9599.21,Dubai,2024-12-31 04:02:51.143805,Withdrawal,Crypto Wallet,0,1
13209,11664,9918.65,Tokyo,2020-05-17 08:12:18.312133,Withdrawal,ATM,0,1
13210,19794,972.0,Chicago,2022-10-27 21:31:06.196136,Bill Payment,ATM,0,0
13211,47354,5290.47,Las Vegas,2022-01-30 08:31:47.884417,Transfer,Mobile,0,0
13212,39005,2251.03,Los Angeles,2022-10-16 22:40:06.008065,Bill Payment,Crypto Wallet,0,0
13213,1229,5078.66,New York,2022-03-01 10:32:44.304629,Purchase,ATM,0,0
13214,22923,3548.49,Tokyo,2021-05-25 05:18:48.896596,Withdrawal,POS,0,0
13215,14417,6681.83,Moscow,2023-06-03 10:07:24.063437,Withdrawal,ATM,0,0
13216,1676,1665.02,London,2021-11-07 11:30:07.471454,Purchase,POS,0,0
13217,8424,5452.96,Chicago,2023-01-01 16:40:05.566486,Deposit,POS,0,0
13218,43435,3761.19,Moscow,2024-05-21 20:49:59.517902,Purchase,Crypto Wallet,1,1
13219,16985,8383.79,Chicago,2023-08-26 18:09:44.112116,Purchase,Web,1,1
13220,21602,8670.9,Los Angeles,2024-12-15 16:59:28.934487,Withdrawal,Web,0,1
13221,22496,7227.15,New York,2021-06-24 16:05:16.755858,Purchase,POS,0,1
13222,38515,9027.73,Las Vegas,2025-02-15 07:29:35.605983,Bill Payment,Web,0,1
13223,37140,8656.79,Dubai,2020-11-14 13:22:53.825440,Bill Payment,Mobile,0,1
13224,6204,5007.94,Tokyo,2021-03-31 18:24:46.570427,Withdrawal,POS,0,0
13225,5876,9200.46,New York,2022-05-22 12:50:42.524958,Withdrawal,Crypto Wallet,0,1
13226,35720,9170.31,Las Vegas,2024-09-12 21:11:27.341874,Purchase,Crypto Wallet,0,0
13227,6705,8328.95,Chicago,2020-03-05 06:28:44.513509,Transfer,Crypto Wallet,0,1
13228,13690,1853.83,Los Angeles,2021-03-25 14:54:47.608514,Purchase,Crypto Wallet,0,0
13229,26062,1020.94,San Francisco,2024-02-17 06:37:17.745152,Transfer,Mobile,0,0
13230,2779,7348.13,Moscow,2020-12-02 07:20:07.800475,Deposit,Crypto Wallet,0,0
13231,11277,2114.82,San Francisco,2021-06-28 23:02:42.590407,Transfer,POS,0,0
13232,49889,4241.77,Chicago,2023-02-20 05:40:32.729400,Withdrawal,Mobile,0,0
13233,10412,743.74,London,2021-06-01 14:13:42.872538,Transfer,Mobile,0,0
13234,21617,1483.87,Las Vegas,2025-01-31 05:07:35.471213,Purchase,POS,0,0
13235,34136,7026.84,Los Angeles,2022-08-01 07:12:46.186430,Deposit,Web,0,1
13236,7180,7397.73,Moscow,2023-05-07 00:56:03.487041,Bill Payment,POS,0,0
13237,29559,6479.71,Dubai,2021-05-08 16:34:16.491761,Transfer,Mobile,0,1
13238,3738,3627.91,San Francisco,2022-07-10 04:38:04.734518,Purchase,ATM,0,0
13239,3940,719.22,Las Vegas,2020-03-24 10:55:04.995093,Withdrawal,ATM,0,0
13240,38816,8689.19,New York,2024-07-18 10:48:24.047434,Deposit,Crypto Wallet,0,1
13241,40674,6682.5,San Francisco,2023-09-27 08:25:33.962006,Purchase,Web,0,1
13242,42954,6827.5,Dubai,2021-04-28 14:50:39.919583,Deposit,POS,1,0
13243,3433,7543.09,Los Angeles,2021-09-19 04:13:16.551788,Withdrawal,Web,0,1
13244,8931,9905.71,New York,2022-11-03 02:07:28.135276,Purchase,Mobile,0,1
13245,40832,5207.62,Tokyo,2022-11-30 02:07:01.027367,Transfer,Mobile,0,1
13246,47256,3954.89,Dubai,2020-10-10 04:44:12.716969,Transfer,ATM,0,1
13247,41236,6717.24,Moscow,2020-05-21 16:26:55.548191,Withdrawal,Web,0,1
13248,24372,7871.71,Chicago,2021-08-01 22:29:20.959821,Transfer,ATM,0,1
13249,44145,6614.63,Dubai,2024-08-26 22:50:35.606858,Transfer,Web,0,0
13250,4961,2953.77,Dubai,2021-04-01 08:32:39.648217,Bill Payment,Crypto Wallet,0,1
