Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
CUST1797,66.58,Female,Book,Apparel,341.96,Chicago,L,Blue,Fall,3.3,No,Overnight,Yes,No,28.0,PayPal,Quarterly
CUST1798,44.4,Male,Laptop,Books,166.99,Houston,XL,Blue,Summer,1.5,Yes,Express,Yes,Yes,2.0,Credit Card,Monthly
CUST1799,60.67,Female,T-shirt,Books,475.3,New York,S,Green,Spring,3.7,Yes,Overnight,No,Yes,24.0,Debit Card,Weekly
CUST1800,32.71,Male,T-shirt,Electronics,455.25,Chicago,L,White,Spring,3.6,No,Overnight,Yes,No,18.0,Debit Card,Quarterly
CUST1801,33.52,Female,Headphones,Accessories,951.95,Chicago,S,Blue,Fall,1.6,No,Standard,Yes,No,43.0,PayPal,Monthly
CUST1802,48.52,Female,Smartphone,Books,309.87,Houston,M,White,Spring,3.3,No,Overnight,No,Yes,47.0,Debit Card,Quarterly
CUST1803,69.94,Male,Shoes,Electronics,655.22,New York,L,White,Summer,3.4,No,Standard,No,Yes,22.0,Credit Card,Weekly
CUST1804,43.46,Female,Headphones,Accessories,815.56,Chicago,M,Red,Summer,3.0,Yes,Express,No,Yes,17.0,Debit Card,Weekly
CUST1805,25.73,Male,Book,Books,420.88,Chicago,S,White,Winter,2.2,No,Overnight,Yes,Yes,17.0,Debit Card,Weekly
CUST1806,46.01,Male,Laptop,Books,930.84,Chicago,L,Blue,Summer,2.1,Yes,Standard,No,Yes,37.0,Cash,Quarterly
CUST1807,35.95,Male,Smartphone,Apparel,795.29,Phoenix,M,Red,Fall,4.0,No,Overnight,Yes,Yes,27.0,Debit Card,Monthly
CUST1808,46.7,Female,Smartphone,Footwear,847.89,New York,S,White,Spring,1.9,No,Express,No,Yes,20.0,PayPal,Weekly
CUST1809,46.26,Male,Book,Apparel,667.92,Los Angeles,L,Blue,Summer,3.1,No,Overnight,Yes,No,15.0,PayPal,Quarterly
CUST1810,41.68,Male,Laptop,Books,214.49,New York,M,Black,Winter,2.4,Yes,Standard,No,No,4.0,Debit Card,Quarterly
CUST1811,34.73,Male,T-shirt,Footwear,463.98,Chicago,M,Red,Spring,3.8,No,Express,No,Yes,35.0,PayPal,Monthly
CUST1812,27.81,Male,T-shirt,Footwear,704.72,New York,S,Blue,Spring,4.6,No,Standard,No,Yes,9.0,Credit Card,Monthly
CUST1813,54.27,Male,Laptop,Accessories,41.61,Houston,M,Black,Spring,3.3,Yes,Standard,No,Yes,7.0,Credit Card,Quarterly
CUST1814,47.73,Male,Book,Footwear,63.45,Chicago,M,Blue,Spring,3.3,Yes,Express,No,Yes,28.0,Debit Card,Monthly
CUST1815,30.15,Female,Book,Accessories,875.77,New York,XL,Blue,Summer,2.1,Yes,Overnight,No,No,13.0,Credit Card,Weekly
CUST1816,58.33,Male,Shoes,Footwear,151.94,New York,S,Blue,Fall,1.7,No,Overnight,Yes,Yes,27.0,PayPal,Weekly
CUST1817,20.27,Female,Smartphone,Accessories,998.23,Phoenix,S,Black,Fall,2.3,Yes,Overnight,Yes,Yes,6.0,Cash,Monthly
CUST1818,56.72,Male,Headphones,Electronics,130.48,Chicago,S,Red,Winter,1.0,No,Express,No,No,33.0,Debit Card,Monthly
CUST1819,54.67,Female,Laptop,Electronics,724.16,Chicago,S,Green,Summer,1.5,No,Standard,No,Yes,33.0,Debit Card,Quarterly
CUST1820,60.19,Female,Smartphone,Footwear,286.06,Houston,L,Green,Fall,1.6,No,Express,No,No,48.0,Cash,Weekly
CUST1821,38.08,Female,Smartphone,Accessories,336.06,Chicago,L,Blue,Summer,3.8,Yes,Standard,No,Yes,5.0,Cash,Quarterly
CUST1822,52.51,Male,Book,Electronics,323.35,New York,S,Red,Winter,1.4,Yes,Express,Yes,No,17.0,Cash,Monthly
CUST1823,60.68,Female,Bag,Accessories,243.06,Phoenix,XL,White,Spring,2.2,Yes,Express,No,Yes,9.0,PayPal,Weekly
CUST1824,69.0,Male,Smartphone,Footwear,484.19,New York,XL,Blue,Summer,1.2,Yes,Express,Yes,Yes,26.0,Debit Card,Monthly
CUST1825,43.76,Male,Bag,Accessories,412.83,Phoenix,M,Blue,Summer,1.2,Yes,Overnight,Yes,No,49.0,Cash,Quarterly
CUST1826,19.93,Male,Smartphone,Accessories,930.22,Houston,S,Blue,Summer,4.6,No,Overnight,No,No,10.0,PayPal,Quarterly
CUST1827,44.12,Female,Smartphone,Footwear,669.93,Phoenix,L,White,Summer,3.6,No,Standard,No,No,5.0,Cash,Quarterly
CUST1828,48.69,Female,T-shirt,Books,673.28,Los Angeles,M,Black,Fall,3.8,Yes,Standard,Yes,Yes,28.0,PayPal,Monthly
CUST1829,63.22,Male,Bag,Books,730.73,Phoenix,S,Black,Winter,2.7,No,Overnight,No,Yes,24.0,Credit Card,Weekly
CUST1830,63.46,Male,Book,Electronics,306.03,Chicago,L,Red,Spring,4.9,No,Overnight,Yes,No,20.0,Cash,Weekly
CUST1831,40.9,Female,Bag,Footwear,710.57,Houston,S,Red,Winter,3.1,Yes,Express,Yes,Yes,13.0,PayPal,Quarterly
CUST1832,45.35,Male,Bag,Electronics,896.11,Phoenix,M,Green,Winter,3.1,No,Standard,No,Yes,31.0,Credit Card,Quarterly
CUST1833,41.76,Female,Smartphone,Electronics,657.9,Houston,L,Red,Fall,2.6,Yes,Overnight,Yes,Yes,14.0,Debit Card,Quarterly
CUST1834,55.57,Male,Book,Accessories,367.39,Chicago,S,Black,Winter,3.5,Yes,Standard,No,Yes,28.0,PayPal,Weekly
CUST1835,39.32,Male,Shoes,Books,393.84,Los Angeles,S,Black,Fall,3.2,No,Express,No,Yes,24.0,PayPal,Weekly
CUST1836,52.05,Female,Smartphone,Apparel,348.36,New York,M,Black,Summer,3.8,No,Standard,No,Yes,24.0,PayPal,Monthly
CUST1837,26.03,Male,Smartphone,Footwear,53.67,Houston,XL,Blue,Winter,1.6,Yes,Standard,No,Yes,15.0,PayPal,Quarterly
CUST1838,42.41,Female,Book,Books,841.92,New York,L,Black,Spring,1.7,No,Express,Yes,Yes,47.0,Debit Card,Monthly
CUST1839,68.4,Male,Shoes,Electronics,804.61,Los Angeles,M,Green,Fall,4.2,Yes,Overnight,No,Yes,39.0,Debit Card,Quarterly
CUST1840,35.61,Female,T-shirt,Electronics,392.61,New York,XL,Black,Summer,1.5,No,Express,Yes,No,29.0,Cash,Monthly
CUST1841,54.02,Male,T-shirt,Books,813.46,Chicago,M,Blue,Summer,3.6,No,Express,Yes,No,33.0,Cash,Weekly
CUST1842,51.79,Male,T-shirt,Apparel,466.19,Los Angeles,S,Red,Summer,2.8,No,Standard,No,No,4.0,Cash,Monthly
CUST1843,62.29,Female,T-shirt,Apparel,966.72,Houston,XL,Blue,Summer,3.7,Yes,Express,No,Yes,48.0,Debit Card,Quarterly
CUST1844,62.32,Female,T-shirt,Footwear,784.81,Los Angeles,L,Black,Fall,4.8,No,Express,No,No,1.0,Cash,Weekly
CUST1845,62.69,Female,Book,Electronics,863.26,New York,XL,Blue,Fall,4.8,Yes,Overnight,No,Yes,3.0,PayPal,Quarterly
CUST1846,37.76,Male,Smartphone,Electronics,452.36,New York,L,Black,Winter,4.7,No,Overnight,Yes,No,27.0,PayPal,Monthly
CUST1847,34.47,Male,Smartphone,Apparel,816.7,Phoenix,M,Red,Spring,2.2,Yes,Express,No,Yes,43.0,Debit Card,Weekly
CUST1848,55.37,Female,Headphones,Accessories,746.55,Houston,M,Green,Winter,2.1,No,Overnight,No,No,50.0,Debit Card,Quarterly
CUST1849,57.49,Female,Laptop,Books,708.85,New York,L,Black,Spring,3.6,No,Express,No,No,48.0,Credit Card,Monthly
CUST1850,63.36,Male,T-shirt,Footwear,660.11,Los Angeles,S,White,Winter,1.5,No,Standard,No,No,9.0,Cash,Quarterly
CUST1851,19.87,Female,Headphones,Apparel,958.27,New York,L,White,Spring,4.6,No,Standard,No,No,24.0,Credit Card,Monthly
CUST1852,21.56,Male,Headphones,Apparel,752.76,Los Angeles,M,Black,Fall,2.3,No,Standard,No,Yes,28.0,Cash,Monthly
CUST1853,50.82,Female,Headphones,Accessories,868.79,Chicago,S,Red,Winter,4.2,No,Express,Yes,Yes,21.0,Cash,Monthly
CUST1854,65.89,Female,Book,Books,188.04,New York,M,Red,Fall,3.9,No,Overnight,Yes,No,3.0,Cash,Monthly
CUST1855,69.87,Male,Shoes,Accessories,869.83,Los Angeles,M,Green,Summer,3.2,Yes,Standard,Yes,Yes,20.0,Debit Card,Monthly
CUST1856,56.83,Male,Smartphone,Electronics,168.36,Phoenix,L,White,Winter,1.1,No,Express,Yes,No,27.0,Debit Card,Quarterly
CUST1857,40.57,Male,Smartphone,Apparel,254.35,Los Angeles,M,Red,Fall,1.4,Yes,Standard,Yes,Yes,40.0,PayPal,Weekly
CUST1858,23.12,Female,T-shirt,Footwear,97.75,Houston,S,Black,Fall,1.8,Yes,Overnight,No,Yes,33.0,Debit Card,Quarterly
CUST1859,50.95,Male,Bag,Accessories,876.14,Phoenix,XL,White,Winter,3.1,No,Standard,No,Yes,22.0,Credit Card,Monthly
CUST1860,63.37,Male,Headphones,Electronics,337.88,Houston,XL,Black,Spring,4.5,Yes,Express,Yes,No,36.0,Credit Card,Quarterly
CUST1861,41.07,Male,Laptop,Footwear,46.82,Houston,XL,Red,Spring,1.9,Yes,Overnight,No,Yes,14.0,Credit Card,Monthly
CUST1862,54.09,Female,Book,Apparel,144.64,Phoenix,S,Green,Spring,2.4,No,Overnight,Yes,Yes,46.0,PayPal,Monthly
CUST1863,64.98,Female,Book,Electronics,515.22,Phoenix,L,Green,Spring,4.3,Yes,Express,Yes,No,48.0,PayPal,Weekly
CUST1864,20.39,Female,Smartphone,Footwear,497.88,Houston,XL,Black,Winter,3.1,No,Express,No,Yes,17.0,Credit Card,Weekly
CUST1865,59.4,Female,Smartphone,Footwear,281.47,Houston,M,Red,Summer,1.7,No,Express,No,No,35.0,Cash,Weekly
CUST1866,33.26,Male,Book,Books,206.24,New York,S,Black,Fall,4.9,No,Standard,Yes,Yes,33.0,Debit Card,Weekly
CUST1867,37.49,Male,Shoes,Accessories,184.61,Phoenix,L,White,Summer,2.2,Yes,Standard,Yes,Yes,42.0,PayPal,Weekly
CUST1868,25.57,Female,Headphones,Footwear,43.26,Phoenix,XL,Black,Summer,3.2,No,Overnight,No,Yes,24.0,Cash,Quarterly
CUST1869,45.62,Female,Laptop,Footwear,14.18,Houston,M,Blue,Fall,4.7,Yes,Express,No,Yes,48.0,Cash,Monthly
CUST1870,47.43,Female,T-shirt,Accessories,363.92,Los Angeles,S,Green,Summer,4.9,No,Standard,Yes,Yes,20.0,Credit Card,Weekly
CUST1871,59.21,Female,Shoes,Books,346.25,New York,S,Green,Spring,3.9,Yes,Express,No,No,7.0,PayPal,Quarterly
CUST1872,26.84,Male,T-shirt,Footwear,616.8,Los Angeles,XL,Green,Winter,1.6,Yes,Overnight,Yes,No,3.0,PayPal,Monthly
CUST1873,22.11,Female,Smartphone,Accessories,340.49,Houston,L,Red,Summer,3.9,No,Express,No,No,10.0,Credit Card,Quarterly
CUST1874,63.28,Male,Bag,Accessories,109.07,Houston,M,Blue,Summer,3.9,No,Overnight,Yes,Yes,39.0,Credit Card,Weekly
CUST1875,50.22,Female,Bag,Electronics,772.71,Houston,S,White,Summer,2.0,Yes,Express,Yes,No,17.0,PayPal,Quarterly
CUST1876,30.52,Female,Headphones,Apparel,969.43,Los Angeles,XL,Red,Summer,1.7,Yes,Express,No,Yes,27.0,Credit Card,Quarterly
CUST1877,65.47,Male,Laptop,Accessories,205.7,New York,XL,Black,Summer,2.6,No,Standard,Yes,Yes,20.0,Cash,Quarterly
CUST1878,25.44,Female,Book,Electronics,152.07,Phoenix,XL,Black,Summer,4.3,Yes,Standard,No,Yes,16.0,PayPal,Monthly
CUST1879,41.98,Male,Bag,Apparel,681.95,Los Angeles,S,Blue,Winter,3.5,Yes,Express,Yes,No,6.0,PayPal,Quarterly
CUST1880,31.21,Male,Smartphone,Electronics,858.49,Los Angeles,XL,Black,Spring,5.0,No,Express,No,No,12.0,Cash,Quarterly
CUST1881,31.28,Female,T-shirt,Footwear,745.33,Houston,L,Black,Fall,1.6,No,Express,No,Yes,7.0,Cash,Monthly
CUST1882,18.49,Female,Book,Electronics,277.08,Houston,XL,Red,Spring,5.0,Yes,Express,No,No,15.0,PayPal,Monthly
CUST1883,59.84,Male,Headphones,Footwear,393.74,New York,M,Green,Summer,2.3,Yes,Express,No,Yes,4.0,Credit Card,Weekly
CUST1884,64.86,Male,Bag,Accessories,531.09,Houston,L,Red,Fall,4.7,No,Express,No,No,43.0,Debit Card,Weekly
CUST1885,53.24,Female,Headphones,Apparel,592.54,Chicago,S,Green,Winter,4.9,Yes,Standard,Yes,Yes,36.0,Cash,Quarterly
CUST1886,26.21,Male,Bag,Electronics,926.95,Phoenix,L,Blue,Fall,4.5,Yes,Standard,No,Yes,6.0,Cash,Quarterly
CUST1887,40.97,Female,Bag,Accessories,200.68,Phoenix,M,White,Fall,1.6,Yes,Overnight,Yes,Yes,31.0,PayPal,Quarterly
CUST1888,35.97,Male,Headphones,Accessories,770.86,Phoenix,L,Red,Fall,3.1,No,Overnight,Yes,No,32.0,Credit Card,Monthly
CUST1889,48.55,Male,Book,Books,732.61,Phoenix,XL,Red,Summer,2.8,No,Overnight,Yes,Yes,24.0,Cash,Monthly
CUST1890,51.22,Female,T-shirt,Footwear,44.23,Houston,L,Red,Spring,1.2,No,Express,Yes,Yes,2.0,PayPal,Weekly
CUST1891,40.06,Female,Headphones,Accessories,964.32,Phoenix,S,Blue,Spring,2.8,No,Overnight,Yes,No,37.0,Debit Card,Weekly
CUST1892,31.01,Female,Bag,Accessories,593.02,Houston,M,Black,Spring,2.5,No,Overnight,No,Yes,37.0,PayPal,Weekly
CUST1893,61.96,Female,Headphones,Accessories,293.74,Chicago,L,White,Fall,2.2,Yes,Express,No,Yes,33.0,Credit Card,Monthly
CUST1894,28.36,Male,Headphones,Footwear,996.81,Los Angeles,M,Black,Fall,1.5,No,Express,Yes,Yes,21.0,Debit Card,Quarterly
CUST1895,38.0,Male,Smartphone,Accessories,459.15,Los Angeles,S,Green,Spring,4.7,Yes,Express,Yes,Yes,39.0,Debit Card,Monthly
CUST1896,43.13,Male,Bag,Books,288.06,Phoenix,M,Black,Winter,1.8,No,Overnight,Yes,No,46.0,PayPal,Monthly
CUST1897,30.33,Male,Bag,Electronics,22.83,Chicago,XL,Blue,Summer,5.0,Yes,Standard,Yes,Yes,13.0,PayPal,Weekly
CUST1898,47.74,Male,Smartphone,Electronics,591.37,Los Angeles,L,Green,Fall,4.7,Yes,Express,No,No,42.0,Cash,Quarterly
CUST1899,47.89,Female,T-shirt,Apparel,965.26,New York,XL,Green,Winter,3.6,No,Express,No,No,40.0,Debit Card,Weekly
CUST1900,69.62,Male,Bag,Electronics,67.48,Phoenix,S,Blue,Winter,4.0,No,Overnight,No,No,39.0,Debit Card,Weekly
CUST1901,33.35,Female,Bag,Electronics,830.41,New York,S,Red,Spring,3.0,Yes,Express,Yes,No,5.0,Debit Card,Quarterly
CUST1902,68.85,Male,Laptop,Apparel,420.16,Houston,S,Blue,Spring,3.8,No,Standard,Yes,No,1.0,PayPal,Monthly
CUST1903,52.23,Male,Smartphone,Accessories,466.23,Chicago,XL,Blue,Fall,4.6,No,Express,Yes,Yes,38.0,PayPal,Quarterly
CUST1904,32.27,Female,T-shirt,Electronics,884.95,Chicago,XL,White,Fall,3.8,Yes,Express,No,Yes,17.0,Cash,Weekly
CUST1905,47.43,Male,Laptop,Electronics,574.04,Los Angeles,XL,White,Spring,4.6,No,Overnight,No,Yes,12.0,PayPal,Weekly
CUST1906,53.66,Male,Bag,Electronics,923.47,New York,M,White,Fall,2.2,Yes,Express,Yes,No,21.0,Credit Card,Weekly
CUST1907,56.72,Male,Headphones,Books,835.63,Phoenix,M,White,Winter,4.9,No,Express,Yes,No,2.0,PayPal,Quarterly
CUST1908,20.55,Female,Smartphone,Apparel,226.79,Phoenix,S,Green,Spring,3.8,No,Express,No,Yes,50.0,Debit Card,Monthly
CUST1909,49.53,Male,Laptop,Footwear,268.38,Chicago,XL,White,Spring,4.6,Yes,Standard,No,Yes,41.0,Debit Card,Quarterly
CUST1910,43.83,Male,T-shirt,Apparel,892.06,Los Angeles,L,Green,Spring,3.0,No,Overnight,Yes,No,17.0,Debit Card,Quarterly
CUST1911,65.02,Female,Headphones,Apparel,852.9,Los Angeles,S,Blue,Winter,4.5,Yes,Standard,No,Yes,35.0,Credit Card,Quarterly
CUST1912,32.88,Female,Book,Electronics,817.65,New York,M,Blue,Fall,1.3,Yes,Overnight,No,Yes,8.0,PayPal,Weekly
CUST1913,59.54,Female,Bag,Accessories,670.09,Los Angeles,XL,Green,Summer,2.8,No,Overnight,No,Yes,19.0,Cash,Weekly
CUST1914,49.57,Female,Shoes,Books,581.67,New York,S,Black,Summer,2.4,Yes,Standard,Yes,Yes,4.0,Cash,Weekly
CUST1915,36.32,Female,T-shirt,Books,397.84,Los Angeles,M,Blue,Winter,4.2,Yes,Express,Yes,Yes,7.0,Credit Card,Quarterly
CUST1916,51.1,Female,T-shirt,Books,9.26,New York,S,Blue,Fall,4.4,No,Standard,Yes,No,50.0,PayPal,Weekly
CUST1917,50.29,Male,Laptop,Footwear,233.07,Phoenix,M,Green,Winter,1.2,No,Standard,No,Yes,48.0,Cash,Monthly
CUST1918,53.24,Male,Headphones,Footwear,225.69,New York,L,White,Fall,2.0,No,Overnight,No,No,19.0,Cash,Quarterly
CUST1919,55.49,Male,Laptop,Accessories,822.4,Chicago,S,Red,Winter,1.9,No,Express,No,No,8.0,Cash,Monthly
CUST1920,52.28,Male,Smartphone,Apparel,242.79,New York,M,Green,Fall,1.1,Yes,Express,No,No,33.0,PayPal,Monthly
CUST1921,61.59,Male,Laptop,Electronics,7.24,Chicago,XL,Black,Fall,4.2,Yes,Overnight,No,No,37.0,Cash,Weekly
CUST1922,50.67,Male,T-shirt,Accessories,52.52,Houston,M,Red,Winter,4.4,No,Express,Yes,No,18.0,Credit Card,Monthly
CUST1923,64.98,Female,Headphones,Books,80.73,Houston,M,Red,Winter,1.1,Yes,Standard,Yes,Yes,24.0,Debit Card,Weekly
CUST1924,51.61,Male,Shoes,Books,804.27,Chicago,XL,Green,Summer,3.7,Yes,Express,Yes,No,23.0,PayPal,Quarterly
CUST1925,34.06,Male,Bag,Books,537.58,Chicago,S,Blue,Winter,4.2,No,Overnight,Yes,Yes,40.0,Debit Card,Monthly
CUST1926,40.92,Male,Bag,Books,900.0,Phoenix,M,Green,Spring,3.4,No,Standard,Yes,Yes,47.0,Debit Card,Quarterly
CUST1927,48.14,Male,T-shirt,Footwear,940.22,Houston,L,Red,Winter,4.5,Yes,Standard,Yes,Yes,46.0,PayPal,Weekly
CUST1928,56.08,Female,T-shirt,Footwear,21.26,Chicago,M,Green,Winter,4.9,Yes,Express,Yes,Yes,6.0,PayPal,Quarterly
CUST1929,22.69,Male,T-shirt,Accessories,869.2,Houston,L,Blue,Spring,1.6,No,Express,No,No,27.0,Credit Card,Monthly
CUST1930,33.35,Female,Headphones,Footwear,734.09,New York,L,Black,Spring,4.2,Yes,Standard,No,Yes,7.0,PayPal,Weekly
CUST1931,56.87,Male,Shoes,Accessories,767.95,New York,L,Blue,Summer,4.2,Yes,Standard,Yes,Yes,47.0,Cash,Quarterly
CUST1932,27.13,Female,Shoes,Apparel,789.05,New York,XL,Black,Summer,1.6,No,Overnight,No,Yes,9.0,Cash,Weekly
CUST1933,24.87,Female,Headphones,Accessories,770.06,Los Angeles,L,Blue,Winter,2.1,No,Standard,No,Yes,40.0,Cash,Weekly
CUST1934,46.05,Male,Laptop,Electronics,665.0,Houston,S,Black,Fall,2.7,No,Express,No,No,23.0,Debit Card,Monthly
CUST1935,68.52,Female,Book,Electronics,499.15,Phoenix,L,Red,Fall,2.2,No,Overnight,Yes,No,6.0,Debit Card,Quarterly
CUST1936,45.6,Female,Smartphone,Footwear,582.28,Houston,XL,White,Fall,1.3,No,Standard,Yes,No,11.0,PayPal,Quarterly
CUST1937,65.5,Female,T-shirt,Electronics,536.42,Houston,XL,White,Spring,4.0,Yes,Overnight,Yes,No,4.0,Debit Card,Monthly
CUST1938,61.18,Male,Laptop,Books,554.6,Chicago,S,Blue,Winter,3.7,No,Express,No,Yes,3.0,Credit Card,Weekly
CUST1939,31.36,Male,Shoes,Accessories,780.78,Chicago,XL,Green,Fall,3.1,No,Overnight,No,Yes,7.0,PayPal,Monthly
CUST1940,60.88,Male,T-shirt,Books,855.96,Phoenix,XL,Blue,Spring,3.7,Yes,Overnight,No,Yes,37.0,Debit Card,Monthly
CUST1941,43.06,Male,Headphones,Books,926.0,Houston,M,Black,Winter,3.4,No,Overnight,No,No,30.0,Cash,Weekly
CUST1942,59.94,Male,Bag,Footwear,392.08,Houston,M,White,Spring,2.9,No,Standard,Yes,No,3.0,Debit Card,Weekly
CUST1943,56.82,Female,Shoes,Apparel,727.09,Houston,L,Blue,Spring,4.4,No,Standard,No,No,36.0,PayPal,Weekly
CUST1944,35.61,Male,Smartphone,Accessories,181.35,Chicago,S,Blue,Spring,4.0,Yes,Overnight,No,No,49.0,Debit Card,Quarterly
CUST1945,23.99,Female,Headphones,Books,657.82,Phoenix,S,Black,Winter,4.8,Yes,Standard,No,No,13.0,Credit Card,Quarterly
CUST1946,68.07,Female,Book,Footwear,19.14,Houston,XL,Green,Spring,3.8,Yes,Standard,Yes,No,49.0,Debit Card,Quarterly
CUST1947,25.32,Male,Laptop,Electronics,432.35,Phoenix,XL,Green,Fall,1.9,No,Overnight,Yes,Yes,16.0,Credit Card,Monthly
CUST1948,68.26,Male,Headphones,Apparel,332.13,Houston,L,Green,Spring,3.2,Yes,Overnight,Yes,No,43.0,Credit Card,Weekly
CUST1949,62.73,Male,Book,Footwear,249.37,Chicago,S,Blue,Winter,3.8,No,Overnight,Yes,No,18.0,Cash,Weekly
CUST1950,55.66,Male,Smartphone,Books,482.47,New York,S,Blue,Winter,1.9,Yes,Overnight,No,No,34.0,Cash,Quarterly
CUST1951,68.96,Male,Shoes,Footwear,103.96,Houston,XL,Black,Summer,3.6,No,Express,No,Yes,12.0,Cash,Monthly
CUST1952,68.3,Female,Headphones,Books,931.43,Los Angeles,S,Blue,Spring,4.2,No,Standard,No,Yes,34.0,PayPal,Weekly
CUST1953,59.84,Female,Shoes,Electronics,732.36,Houston,L,White,Winter,1.7,Yes,Standard,Yes,No,11.0,PayPal,Monthly
CUST1954,37.02,Female,Headphones,Accessories,173.18,Chicago,S,Black,Fall,4.7,Yes,Express,No,No,28.0,Cash,Weekly
CUST1955,59.12,Female,Headphones,Accessories,295.86,Houston,XL,Red,Winter,3.3,No,Overnight,Yes,No,11.0,Cash,Weekly
CUST1956,18.72,Male,Headphones,Electronics,260.81,New York,M,Green,Spring,4.6,Yes,Express,Yes,No,30.0,Cash,Monthly
CUST1957,45.9,Female,Laptop,Books,166.05,Chicago,M,White,Spring,3.6,Yes,Express,Yes,Yes,9.0,Debit Card,Monthly
CUST1958,41.65,Female,Smartphone,Footwear,429.32,Chicago,L,White,Fall,4.9,No,Overnight,No,Yes,50.0,Debit Card,Monthly
CUST1959,52.99,Male,T-shirt,Electronics,730.52,New York,S,Green,Winter,3.5,Yes,Overnight,Yes,No,35.0,Credit Card,Monthly
CUST1960,52.96,Female,Smartphone,Apparel,364.62,New York,L,Black,Winter,4.1,No,Overnight,Yes,No,3.0,Cash,Monthly
CUST1961,48.4,Female,Bag,Electronics,766.27,Houston,L,Red,Spring,2.8,Yes,Express,Yes,No,40.0,Credit Card,Quarterly
CUST1962,60.77,Female,T-shirt,Books,292.33,Los Angeles,XL,Green,Spring,3.6,Yes,Standard,Yes,Yes,32.0,Credit Card,Quarterly
CUST1963,66.9,Male,Laptop,Footwear,997.9,Chicago,M,White,Spring,3.1,Yes,Overnight,Yes,No,21.0,Credit Card,Weekly
CUST1964,23.63,Male,T-shirt,Accessories,693.1,Chicago,L,Black,Fall,2.9,Yes,Express,Yes,Yes,29.0,Cash,Monthly
CUST1965,30.16,Female,Laptop,Electronics,640.83,Los Angeles,S,Black,Fall,4.9,Yes,Express,Yes,No,36.0,PayPal,Quarterly
CUST1966,19.3,Female,Laptop,Apparel,80.84,Houston,S,Blue,Summer,4.7,No,Standard,No,No,13.0,PayPal,Monthly
CUST1967,63.98,Male,Shoes,Accessories,159.79,Los Angeles,L,Black,Spring,2.1,No,Standard,Yes,No,26.0,Credit Card,Weekly
CUST1968,47.19,Male,Bag,Footwear,125.83,New York,S,Blue,Fall,3.6,No,Standard,No,Yes,18.0,Debit Card,Weekly
CUST1969,65.59,Female,Bag,Footwear,937.42,Phoenix,L,Green,Winter,1.9,No,Express,Yes,No,26.0,Cash,Weekly
CUST1970,29.51,Male,Laptop,Apparel,953.82,Houston,L,Blue,Summer,4.6,No,Express,No,No,0.0,Cash,Monthly
CUST1971,21.29,Female,Laptop,Footwear,70.65,Chicago,S,White,Summer,2.8,No,Express,No,No,14.0,Credit Card,Monthly
CUST1972,60.84,Male,Headphones,Footwear,771.49,Phoenix,S,Green,Summer,3.6,No,Express,Yes,No,30.0,Cash,Quarterly
CUST1973,65.29,Male,Headphones,Accessories,759.66,Houston,L,Blue,Fall,1.3,Yes,Express,Yes,No,41.0,Credit Card,Weekly
CUST1974,33.71,Female,Laptop,Apparel,273.7,Phoenix,XL,Green,Fall,3.5,No,Overnight,Yes,No,25.0,Credit Card,Monthly
CUST1975,39.23,Female,Headphones,Accessories,183.08,Los Angeles,L,Black,Spring,2.5,Yes,Overnight,Yes,No,7.0,PayPal,Monthly
CUST1976,25.27,Female,Shoes,Footwear,766.08,Houston,L,Black,Spring,1.9,Yes,Standard,Yes,No,49.0,Debit Card,Monthly
CUST1977,67.21,Female,Shoes,Apparel,340.84,Houston,XL,Red,Winter,4.3,No,Overnight,No,Yes,23.0,Cash,Quarterly
CUST1978,33.83,Female,Laptop,Footwear,502.96,New York,L,White,Fall,3.9,Yes,Express,Yes,No,16.0,PayPal,Weekly
CUST1979,43.62,Female,Smartphone,Books,836.02,New York,M,Black,Spring,3.7,Yes,Standard,Yes,No,14.0,Credit Card,Quarterly
CUST1980,23.05,Male,Headphones,Books,536.92,Phoenix,S,Blue,Spring,3.4,No,Express,Yes,Yes,17.0,PayPal,Quarterly
CUST1981,64.14,Female,Book,Apparel,513.23,Chicago,XL,Black,Spring,3.7,No,Overnight,No,No,7.0,PayPal,Quarterly
CUST1982,25.05,Female,T-shirt,Footwear,483.84,Los Angeles,S,Red,Winter,3.6,Yes,Standard,Yes,Yes,5.0,Credit Card,Weekly
CUST1983,41.59,Male,Headphones,Footwear,616.29,Phoenix,XL,Green,Winter,2.3,No,Overnight,Yes,No,32.0,Credit Card,Weekly
CUST1984,52.87,Male,Shoes,Apparel,786.57,Houston,XL,Black,Spring,2.2,Yes,Express,Yes,No,23.0,PayPal,Quarterly
CUST1985,56.64,Female,Shoes,Accessories,359.48,Los Angeles,S,Blue,Fall,2.9,Yes,Overnight,No,No,31.0,PayPal,Monthly
CUST1986,67.19,Female,Book,Apparel,96.57,Chicago,S,Green,Winter,1.2,No,Standard,No,No,13.0,Credit Card,Quarterly
CUST1987,39.79,Male,Smartphone,Books,180.52,Los Angeles,L,Green,Summer,1.0,Yes,Express,No,Yes,15.0,Credit Card,Weekly
CUST1988,56.6,Male,Laptop,Accessories,807.57,New York,S,Green,Summer,2.9,No,Standard,Yes,Yes,42.0,Cash,Quarterly
