Customer ID,Age,Gender,Location,Income,SubscriptionStatus,PreferredPaymentMethod,ShoppingFrequency
CUST0418,66,Male,Houston,53456,Yes,Mobile Wallet,Monthly
CUST0419,22,Male,Los Angeles,34635,No,Credit Card,Weekly
CUST0420,18,Male,Los Angeles,102465,No,Credit Card,Monthly
CUST0421,47,Male,Houston,115944,Yes,PayPal,Weekly
CUST0422,57,Female,Chicago,84967,Yes,PayPal,Weekly
CUST0423,54,Male,Houston,59427,Yes,Credit Card,Monthly
CUST0424,24,Female,Houston,72179,Yes,PayPal,Quarterly
CUST0425,22,Male,Houston,62540,No,Credit Card,Quarterly
CUST0426,52,Male,Houston,84559,No,Cash,Monthly
CUST0427,31,Female,New York,71934,No,PayPal,Quarterly
CUST0428,50,Male,Phoenix,65554,No,Credit Card,Monthly
CUST0429,34,Male,Los Angeles,40208,Yes,Credit Card,Quarterly
CUST0430,26,Female,Chicago,104912,No,Mobile Wallet,Monthly
CUST0431,40,Male,New York,78864,No,Cash,Monthly
CUST0432,22,Male,Los Angeles,45650,No,Cash,Monthly
CUST0433,33,Female,Phoenix,95803,No,Mobile Wallet,Monthly
CUST0434,41,Female,Houston,118254,No,Mobile Wallet,Quarterly
CUST0435,36,Female,Phoenix,36903,Yes,Mobile Wallet,Weekly
CUST0436,28,Male,Los Angeles,53507,Yes,Debit Card,Quarterly
CUST0437,46,Female,Los Angeles,59253,No,Credit Card,Weekly
CUST0438,52,Male,New York,97603,No,Debit Card,Monthly
CUST0439,63,Male,New York,36019,No,PayPal,Weekly
CUST0440,37,Female,Chicago,82550,Yes,Mobile Wallet,Weekly
CUST0441,57,Female,Houston,39034,Yes,Credit Card,Quarterly
CUST0442,69,Male,Phoenix,90960,Yes,Credit Card,Monthly
CUST0443,59,Male,Houston,67002,No,PayPal,Monthly
CUST0444,51,Female,Phoenix,70723,No,Cash,Monthly
CUST0445,18,Female,Houston,72899,Yes,Credit Card,Weekly
CUST0446,60,Female,Los Angeles,41322,Yes,Cash,Monthly
CUST0447,70,Male,Los Angeles,102494,No,Credit Card,Quarterly
CUST0448,53,Female,Houston,89866,Yes,Debit Card,Weekly
CUST0449,37,Female,Chicago,31044,No,Mobile Wallet,Weekly
CUST0450,60,Male,Los Angeles,78354,No,Cash,Weekly
CUST0451,24,Male,Chicago,56302,No,Debit Card,Weekly
CUST0452,26,Female,Los Angeles,68219,No,Credit Card,Quarterly
CUST0453,34,Male,New York,103899,No,Mobile Wallet,Weekly
CUST0454,25,Male,New York,69834,Yes,Debit Card,Weekly
CUST0455,24,Male,Houston,111620,Yes,Mobile Wallet,Quarterly
CUST0456,65,Female,Phoenix,61795,Yes,Credit Card,Monthly
CUST0457,53,Female,New York,90807,No,Credit Card,Quarterly
CUST0458,27,Female,Los Angeles,78270,Yes,Debit Card,Monthly
CUST0459,35,Female,Los Angeles,107554,Yes,Credit Card,Weekly
CUST0460,36,Female,New York,94665,Yes,PayPal,Weekly
CUST0461,56,Female,New York,55614,Yes,Mobile Wallet,Weekly
CUST0462,31,Male,Phoenix,101638,No,Credit Card,Quarterly
CUST0463,63,Male,New York,62129,Yes,Credit Card,Monthly
CUST0464,39,Male,Houston,49735,No,PayPal,Monthly
CUST0465,31,Female,Phoenix,30835,No,Mobile Wallet,Quarterly
CUST0466,61,Female,New York,83744,Yes,Cash,Quarterly
CUST0467,58,Male,Los Angeles,33133,Yes,PayPal,Monthly
CUST0468,34,Female,New York,60539,No,PayPal,Quarterly
CUST0469,50,Female,Houston,100981,Yes,Mobile Wallet,Weekly
CUST0470,49,Female,Houston,75406,Yes,PayPal,Monthly
CUST0471,34,Female,Los Angeles,113354,No,Mobile Wallet,Quarterly
CUST0472,21,Female,Phoenix,31257,No,PayPal,Monthly
CUST0473,23,Male,Los Angeles,73911,Yes,Mobile Wallet,Quarterly
CUST0474,58,Female,New York,30191,Yes,Mobile Wallet,Monthly
CUST0475,45,Female,Los Angeles,116154,No,Cash,Monthly
CUST0476,35,Female,Phoenix,79319,Yes,Credit Card,Monthly
CUST0477,20,Female,Chicago,70306,No,Mobile Wallet,Weekly
CUST0478,18,Female,Los Angeles,43624,Yes,Debit Card,Weekly
CUST0479,39,Male,Phoenix,56895,No,Cash,Monthly
CUST0480,67,Female,Chicago,99443,No,Cash,Quarterly
CUST0481,26,Male,Phoenix,61217,No,Credit Card,Weekly
CUST0482,58,Male,Phoenix,85026,No,PayPal,Quarterly
CUST0483,34,Male,Chicago,94491,Yes,PayPal,Monthly
CUST0484,28,Male,Los Angeles,37850,Yes,Mobile Wallet,Quarterly
CUST0485,65,Female,Chicago,48661,No,Cash,Weekly
CUST0486,46,Male,Los Angeles,66677,Yes,Mobile Wallet,Quarterly
CUST0487,53,Female,Phoenix,42193,No,Debit Card,Quarterly
CUST0488,63,Male,Los Angeles,35754,Yes,PayPal,Monthly
CUST0489,45,Male,Houston,60339,No,Mobile Wallet,Monthly
CUST0490,53,Female,Chicago,98125,Yes,Mobile Wallet,Quarterly
CUST0491,18,Male,Chicago,84140,Yes,Cash,Quarterly
CUST0492,25,Female,New York,78823,No,Debit Card,Monthly
CUST0493,22,Female,Phoenix,90091,No,Debit Card,Weekly
CUST0494,62,Female,Phoenix,41128,Yes,Mobile Wallet,Weekly
CUST0495,27,Male,Los Angeles,106122,Yes,Debit Card,Quarterly
CUST0496,52,Female,Houston,42527,Yes,Debit Card,Monthly
CUST0497,20,Female,Phoenix,96247,Yes,Cash,Quarterly
CUST0498,41,Female,Houston,47499,Yes,Cash,Monthly
CUST0499,55,Male,New York,113521,No,Debit Card,Weekly
CUST0500,53,Male,Chicago,81688,Yes,Mobile Wallet,Quarterly
CUST0501,27,Male,Houston,39808,No,PayPal,Monthly
CUST0502,45,Female,Phoenix,107580,No,Mobile Wallet,Quarterly
CUST0503,26,Male,Chicago,104425,No,Mobile Wallet,Weekly
CUST0504,20,Male,Houston,38163,Yes,PayPal,Weekly
CUST0505,37,Female,Houston,87014,Yes,Cash,Quarterly
CUST0506,41,Female,Los Angeles,116827,No,Mobile Wallet,Quarterly
CUST0507,68,Male,Chicago,47132,Yes,Debit Card,Quarterly
CUST0508,20,Female,Houston,61034,No,Debit Card,Monthly
CUST0509,40,Male,Los Angeles,68230,No,Cash,Monthly
CUST0510,31,Female,Phoenix,64208,Yes,Cash,Quarterly
CUST0511,61,Male,Houston,71288,Yes,Cash,Weekly
CUST0512,33,Female,Los Angeles,81505,Yes,Credit Card,Quarterly
CUST0513,60,Male,Los Angeles,72762,No,Credit Card,Quarterly
CUST0514,24,Male,Chicago,71688,Yes,Debit Card,Weekly
CUST0515,40,Female,Los Angeles,89343,No,Mobile Wallet,Weekly
CUST0516,67,Female,Houston,65645,No,Credit Card,Monthly
CUST0517,53,Female,New York,60619,No,Mobile Wallet,Quarterly
CUST0518,44,Female,Phoenix,39789,Yes,PayPal,Quarterly
CUST0519,57,Male,Houston,56569,No,Debit Card,Quarterly
CUST0520,65,Male,Houston,47840,Yes,Credit Card,Quarterly
CUST0521,27,Male,Phoenix,106638,Yes,Debit Card,Weekly
CUST0522,33,Female,Phoenix,44283,Yes,PayPal,Quarterly
CUST0523,28,Male,Los Angeles,50369,Yes,PayPal,Quarterly
CUST0524,69,Male,Houston,43848,No,Debit Card,Quarterly
CUST0525,69,Male,Los Angeles,51544,No,Credit Card,Quarterly
CUST0526,29,Male,Chicago,88925,Yes,Debit Card,Monthly
CUST0527,44,Male,Los Angeles,91086,No,Mobile Wallet,Quarterly
CUST0528,19,Female,Chicago,71160,Yes,Mobile Wallet,Weekly
CUST0529,29,Female,New York,83282,Yes,Mobile Wallet,Monthly
CUST0530,65,Female,Houston,45825,No,Mobile Wallet,Quarterly
CUST0531,39,Female,Chicago,100244,No,Mobile Wallet,Weekly
CUST0532,68,Male,New York,76961,No,PayPal,Monthly
CUST0533,44,Female,Phoenix,57215,No,Credit Card,Monthly
CUST0534,69,Female,Los Angeles,89233,Yes,Credit Card,Quarterly
CUST0535,60,Female,New York,70410,No,Cash,Monthly
CUST0536,65,Male,Chicago,90731,Yes,Debit Card,Quarterly
CUST0537,69,Male,Houston,64735,Yes,PayPal,Quarterly
CUST0538,33,Male,Phoenix,45717,No,PayPal,Monthly
CUST0539,35,Male,Phoenix,41851,No,Debit Card,Monthly
CUST0540,28,Male,New York,50658,Yes,Debit Card,Monthly
CUST0541,68,Male,New York,119922,Yes,Mobile Wallet,Monthly
CUST0542,62,Female,Los Angeles,69874,Yes,PayPal,Monthly
CUST0543,24,Female,Phoenix,109076,No,PayPal,Weekly
CUST0544,42,Female,Phoenix,35286,No,Debit Card,Weekly
CUST0545,20,Female,Los Angeles,58183,Yes,Debit Card,Quarterly
CUST0546,48,Female,Houston,72964,No,Credit Card,Quarterly
CUST0547,32,Female,Los Angeles,49441,No,Mobile Wallet,Quarterly
CUST0548,30,Female,Chicago,41955,No,Cash,Monthly
CUST0549,70,Male,Chicago,62534,Yes,Mobile Wallet,Quarterly
CUST0550,47,Male,New York,76627,No,PayPal,Quarterly
CUST0551,40,Female,Los Angeles,81936,No,Credit Card,Monthly
CUST0552,37,Female,Los Angeles,97300,No,Debit Card,Weekly
CUST0553,70,Male,New York,36416,Yes,Cash,Quarterly
CUST0554,68,Female,Houston,118759,No,PayPal,Monthly
CUST0555,32,Female,Los Angeles,69169,Yes,Cash,Quarterly
CUST0556,32,Female,Phoenix,64100,No,Mobile Wallet,Weekly
CUST0557,19,Male,Los Angeles,52789,Yes,Credit Card,Quarterly
CUST0558,60,Male,Houston,34073,Yes,Mobile Wallet,Weekly
CUST0559,30,Female,Los Angeles,83004,Yes,Debit Card,Quarterly
CUST0560,43,Male,Phoenix,89270,Yes,Credit Card,Monthly
CUST0561,39,Male,Chicago,102869,Yes,Mobile Wallet,Quarterly
CUST0562,35,Male,Chicago,102105,Yes,Cash,Quarterly
CUST0563,22,Female,Houston,62748,Yes,Credit Card,Weekly
CUST0564,67,Male,Houston,42415,No,Credit Card,Monthly
CUST0565,35,Male,Phoenix,90560,Yes,Debit Card,Monthly
CUST0566,40,Female,Chicago,43357,Yes,Debit Card,Weekly
CUST0567,59,Female,Chicago,48322,No,Cash,Weekly
CUST0568,50,Female,Chicago,45919,Yes,Cash,Quarterly
CUST0569,43,Male,Chicago,31567,Yes,Credit Card,Weekly
CUST0570,61,Male,Phoenix,38083,Yes,PayPal,Monthly
CUST0571,52,Female,Houston,59135,No,Mobile Wallet,Monthly
CUST0572,39,Female,Houston,47133,No,Credit Card,Weekly
CUST0573,19,Male,New York,55969,Yes,Cash,Quarterly
CUST0574,25,Male,Houston,82505,Yes,Credit Card,Monthly
CUST0575,34,Female,Chicago,78790,Yes,Debit Card,Monthly
CUST0576,29,Male,Los Angeles,119952,Yes,Mobile Wallet,Monthly
CUST0577,55,Female,Chicago,112614,Yes,Credit Card,Weekly
CUST0578,34,Male,Chicago,114500,No,Debit Card,Quarterly
CUST0579,20,Female,Houston,41015,Yes,Mobile Wallet,Weekly
CUST0580,24,Male,New York,106326,Yes,Mobile Wallet,Quarterly
CUST0581,56,Female,Phoenix,106823,No,PayPal,Weekly
CUST0582,45,Male,Los Angeles,63924,No,Debit Card,Quarterly
CUST0583,40,Female,Los Angeles,39828,No,Mobile Wallet,Quarterly
CUST0584,64,Male,New York,32857,No,PayPal,Weekly
CUST0585,68,Female,Chicago,38450,No,PayPal,Quarterly
CUST0586,38,Female,Phoenix,55919,No,Credit Card,Monthly
CUST0587,45,Female,Phoenix,114670,No,Cash,Monthly
CUST0588,56,Female,Phoenix,88121,Yes,Cash,Weekly
CUST0589,50,Female,Houston,46880,No,Mobile Wallet,Monthly
CUST0590,25,Male,Chicago,42055,Yes,Mobile Wallet,Quarterly
CUST0591,42,Female,Los Angeles,73456,Yes,Mobile Wallet,Weekly
CUST0592,54,Male,Los Angeles,46059,Yes,Credit Card,Monthly
CUST0593,30,Female,Chicago,35596,Yes,PayPal,Weekly
CUST0594,34,Male,Los Angeles,90423,Yes,Cash,Quarterly
CUST0595,20,Female,Houston,36637,No,Debit Card,Weekly
CUST0596,63,Female,Phoenix,52018,Yes,Cash,Monthly
CUST0597,45,Male,Los Angeles,105220,No,PayPal,Weekly
CUST0598,18,Female,Houston,86774,No,PayPal,Weekly
CUST0599,51,Male,Phoenix,81773,Yes,Debit Card,Quarterly
CUST0600,69,Male,Chicago,95028,No,Credit Card,Weekly
CUST0601,52,Female,Chicago,33864,No,Cash,Monthly
CUST0602,61,Female,Houston,80165,No,Mobile Wallet,Monthly
CUST0603,64,Male,Houston,119550,No,Credit Card,Monthly
CUST0604,65,Female,Houston,85923,Yes,Mobile Wallet,Weekly
CUST0605,65,Female,Los Angeles,52650,No,Cash,Quarterly
CUST0606,60,Female,Chicago,76392,Yes,Debit Card,Monthly
CUST0607,30,Male,Los Angeles,58143,Yes,Credit Card,Quarterly
CUST0608,41,Female,Los Angeles,54530,Yes,Cash,Quarterly
CUST0609,45,Male,Phoenix,66042,No,Mobile Wallet,Weekly
CUST0610,22,Male,Houston,66681,No,Cash,Weekly
CUST0611,60,Male,Los Angeles,88459,Yes,PayPal,Quarterly
CUST0612,39,Male,Phoenix,49481,No,PayPal,Quarterly
CUST0613,57,Female,New York,34541,No,Cash,Monthly
CUST0614,38,Female,Phoenix,110492,Yes,Mobile Wallet,Weekly
CUST0615,60,Male,New York,111156,Yes,PayPal,Quarterly
CUST0616,25,Male,New York,110868,Yes,Cash,Monthly
CUST0617,64,Male,New York,62215,Yes,Cash,Weekly
CUST0618,37,Male,New York,114840,Yes,Mobile Wallet,Weekly
CUST0619,50,Female,Houston,68680,No,PayPal,Weekly
CUST0620,37,Male,Los Angeles,95390,Yes,Mobile Wallet,Monthly
CUST0621,60,Male,Los Angeles,84000,No,Mobile Wallet,Monthly
CUST0622,44,Male,New York,102179,Yes,Mobile Wallet,Monthly
CUST0623,38,Male,Los Angeles,92787,No,PayPal,Monthly
CUST0624,43,Male,New York,37992,Yes,PayPal,Monthly
CUST0625,62,Female,Los Angeles,41497,No,Credit Card,Quarterly
CUST0626,36,Female,Phoenix,66670,Yes,Debit Card,Quarterly
CUST0627,53,Female,Houston,80202,Yes,Cash,Weekly
CUST0628,26,Female,Chicago,47987,Yes,Debit Card,Monthly
CUST0629,30,Female,New York,84949,Yes,Mobile Wallet,Quarterly
CUST0630,44,Male,Phoenix,56143,No,Credit Card,Quarterly
CUST0631,60,Female,Phoenix,114233,Yes,Credit Card,Monthly
CUST0632,42,Male,Houston,98919,Yes,Cash,Monthly
CUST0633,61,Female,Houston,62656,Yes,Cash,Monthly
CUST0634,65,Female,New York,112674,Yes,Debit Card,Weekly
CUST0635,29,Female,New York,101258,No,Debit Card,Quarterly
CUST0636,57,Female,Phoenix,32559,Yes,PayPal,Monthly
CUST0637,54,Male,Phoenix,80134,No,Debit Card,Weekly
CUST0638,37,Female,Houston,77069,Yes,Debit Card,Monthly
CUST0639,43,Male,New York,92873,No,Mobile Wallet,Monthly
CUST0640,53,Female,New York,101371,Yes,Credit Card,Monthly
CUST0641,18,Female,Phoenix,93527,Yes,Debit Card,Quarterly
CUST0642,37,Female,Chicago,75093,No,PayPal,Monthly
CUST0643,36,Male,Phoenix,104141,No,Debit Card,Quarterly
CUST0644,31,Male,Chicago,95849,No,Mobile Wallet,Quarterly
CUST0645,45,Female,New York,72153,Yes,Cash,Weekly
CUST0646,68,Female,Phoenix,80905,Yes,Mobile Wallet,Weekly
CUST0647,55,Male,Houston,65446,Yes,PayPal,Quarterly
CUST0648,56,Male,Los Angeles,53568,No,Cash,Quarterly
CUST0649,59,Female,New York,33416,Yes,Credit Card,Monthly
CUST0650,38,Female,New York,71795,Yes,PayPal,Monthly
CUST0651,47,Male,Phoenix,108265,No,PayPal,Quarterly
CUST0652,46,Female,Los Angeles,58707,No,Debit Card,Quarterly
CUST0653,46,Male,Los Angeles,33840,No,PayPal,Monthly
CUST0654,61,Female,Los Angeles,66822,No,Credit Card,Monthly
CUST0655,31,Female,Phoenix,37679,No,Credit Card,Monthly
CUST0656,50,Male,Phoenix,91824,Yes,Credit Card,Monthly
CUST0657,48,Male,Chicago,99393,No,PayPal,Weekly
CUST0658,68,Female,Chicago,76849,No,Mobile Wallet,Monthly
CUST0659,68,Male,Chicago,106544,No,PayPal,Quarterly
CUST0660,65,Female,Houston,60508,Yes,Debit Card,Quarterly
CUST0661,28,Male,New York,50922,Yes,Credit Card,Monthly
CUST0662,60,Male,Chicago,43124,No,Debit Card,Monthly
CUST0663,23,Male,Houston,62487,Yes,Credit Card,Quarterly
CUST0664,36,Male,Houston,116096,Yes,Debit Card,Quarterly
CUST0665,50,Female,Phoenix,61608,No,Cash,Weekly
CUST0666,60,Female,Los Angeles,64934,No,Cash,Quarterly
CUST0667,58,Male,Los Angeles,99951,No,Credit Card,Quarterly
CUST0668,57,Female,Chicago,37328,Yes,Debit Card,Quarterly
CUST0669,39,Female,New York,58758,No,PayPal,Weekly
CUST0670,23,Female,New York,105457,No,Mobile Wallet,Quarterly
CUST0671,70,Female,New York,80911,No,PayPal,Monthly
CUST0672,66,Female,Houston,76504,No,PayPal,Quarterly
CUST0673,33,Female,Houston,52768,No,Mobile Wallet,Quarterly
CUST0674,61,Male,Houston,53081,No,Mobile Wallet,Weekly
CUST0675,37,Female,Phoenix,61005,No,Debit Card,Monthly
CUST0676,32,Male,Houston,107662,Yes,Mobile Wallet,Quarterly
CUST0677,69,Female,New York,71681,Yes,Cash,Weekly
CUST0678,30,Male,New York,77026,Yes,Mobile Wallet,Quarterly
CUST0679,27,Female,Los Angeles,107537,No,PayPal,Weekly
CUST0680,19,Female,New York,33697,Yes,Credit Card,Weekly
CUST0681,20,Female,Houston,76095,Yes,Cash,Weekly
CUST0682,33,Male,Houston,104403,No,Mobile Wallet,Monthly
CUST0683,48,Female,Chicago,103873,Yes,Mobile Wallet,Weekly
CUST0684,57,Male,Phoenix,48625,Yes,Credit Card,Quarterly
CUST0685,67,Male,New York,103807,Yes,Debit Card,Weekly
CUST0686,22,Female,Phoenix,54672,Yes,PayPal,Quarterly
CUST0687,47,Female,New York,94517,No,Credit Card,Monthly
CUST0688,44,Female,Los Angeles,101057,Yes,Debit Card,Monthly
CUST0689,58,Male,Los Angeles,70508,Yes,PayPal,Weekly
CUST0690,54,Male,Phoenix,53010,No,Mobile Wallet,Quarterly
CUST0691,30,Female,Houston,94282,No,Debit Card,Monthly
CUST0692,63,Female,Chicago,34975,Yes,Credit Card,Monthly
CUST0693,62,Female,New York,41830,No,Cash,Weekly
CUST0694,42,Male,New York,37362,No,Credit Card,Weekly
CUST0695,49,Male,Chicago,60490,Yes,Credit Card,Weekly
CUST0696,43,Female,Phoenix,108861,No,Cash,Quarterly
CUST0697,33,Female,Phoenix,58679,Yes,Debit Card,Weekly
CUST0698,27,Male,New York,32612,No,Debit Card,Weekly
CUST0699,59,Female,Los Angeles,99002,Yes,Credit Card,Quarterly
CUST0700,62,Female,Chicago,92650,No,Credit Card,Quarterly
CUST0701,18,Male,New York,30089,No,Debit Card,Weekly
CUST0702,66,Male,Los Angeles,73481,Yes,Cash,Quarterly
CUST0703,67,Female,Phoenix,110495,Yes,PayPal,Quarterly
CUST0704,24,Female,Los Angeles,56406,Yes,Cash,Weekly
CUST0705,67,Male,Houston,47103,Yes,Mobile Wallet,Quarterly
CUST0706,45,Male,New York,74663,No,Credit Card,Weekly
CUST0707,32,Male,Chicago,53260,Yes,Debit Card,Weekly
CUST0708,29,Male,Los Angeles,72413,Yes,Cash,Quarterly
CUST0709,69,Male,Phoenix,37806,Yes,Mobile Wallet,Weekly
CUST0710,62,Female,Los Angeles,32872,No,Mobile Wallet,Monthly
CUST0711,51,Male,Phoenix,49360,No,Credit Card,Quarterly
CUST0712,47,Male,Houston,106888,Yes,PayPal,Quarterly
CUST0713,21,Female,Phoenix,48566,Yes,PayPal,Quarterly
CUST0714,53,Male,Chicago,44538,No,Mobile Wallet,Weekly
CUST0715,33,Female,Houston,98982,Yes,Cash,Weekly
CUST0716,25,Male,Los Angeles,77826,Yes,Mobile Wallet,Quarterly
CUST0717,47,Male,New York,39506,No,Credit Card,Weekly
CUST0718,26,Male,Phoenix,78967,No,Credit Card,Monthly
CUST0719,69,Male,Chicago,116787,Yes,PayPal,Monthly
CUST0720,47,Female,New York,81851,Yes,Mobile Wallet,Monthly
CUST0721,60,Male,New York,106810,Yes,Debit Card,Quarterly
CUST0722,51,Female,Houston,43242,No,Debit Card,Weekly
CUST0723,53,Female,Los Angeles,74113,No,Cash,Quarterly
CUST0724,56,Male,New York,69552,No,Cash,Monthly
CUST0725,38,Female,Chicago,72284,No,PayPal,Monthly
CUST0726,66,Female,Phoenix,47884,Yes,Credit Card,Monthly
CUST0727,46,Female,Phoenix,50644,Yes,Debit Card,Quarterly
CUST0728,57,Male,Phoenix,87261,No,Debit Card,Quarterly
CUST0729,70,Male,Houston,113789,Yes,Debit Card,Monthly
CUST0730,64,Female,Chicago,93858,No,Debit Card,Monthly
CUST0731,50,Female,New York,115089,No,PayPal,Weekly
CUST0732,45,Male,Chicago,71586,Yes,Mobile Wallet,Weekly
CUST0733,53,Female,Houston,52833,No,Debit Card,Monthly
CUST0734,46,Female,Houston,103659,No,Credit Card,Weekly
CUST0735,28,Female,Los Angeles,110440,No,Debit Card,Monthly
CUST0736,65,Female,Chicago,76769,Yes,Cash,Monthly
CUST0737,48,Female,Phoenix,59260,No,Credit Card,Monthly
CUST0738,46,Female,Houston,117232,No,Mobile Wallet,Weekly
CUST0739,34,Male,Houston,107194,Yes,Debit Card,Monthly
CUST0740,66,Male,Los Angeles,52983,No,PayPal,Monthly
CUST0741,33,Male,Phoenix,79595,No,PayPal,Weekly
CUST0742,58,Female,Houston,70215,No,Debit Card,Monthly
CUST0743,35,Male,New York,68602,No,Cash,Weekly
CUST0744,67,Female,Phoenix,46691,No,PayPal,Monthly
CUST0745,67,Female,Chicago,53292,Yes,Credit Card,Weekly
CUST0746,51,Male,Los Angeles,30235,Yes,Cash,Quarterly
CUST0747,49,Male,New York,105082,No,Mobile Wallet,Monthly
CUST0748,58,Female,New York,81327,Yes,Mobile Wallet,Weekly
CUST0749,33,Male,Chicago,104381,Yes,PayPal,Quarterly
CUST0750,35,Male,Los Angeles,34244,Yes,Cash,Monthly
CUST0751,46,Female,Houston,53865,No,PayPal,Weekly
CUST0752,22,Female,Los Angeles,108956,Yes,Mobile Wallet,Weekly
CUST0753,63,Male,Houston,71709,Yes,PayPal,Quarterly
CUST0754,36,Female,Chicago,110134,Yes,Cash,Monthly
CUST0755,33,Male,Chicago,58953,Yes,Debit Card,Weekly
CUST0756,35,Male,New York,113839,No,Mobile Wallet,Quarterly
CUST0757,39,Female,New York,104127,Yes,Debit Card,Quarterly
CUST0758,38,Female,New York,43645,Yes,Cash,Weekly
CUST0759,52,Male,Chicago,95035,No,Mobile Wallet,Monthly
CUST0760,23,Female,Houston,48434,No,PayPal,Quarterly
CUST0761,26,Male,Chicago,73406,Yes,PayPal,Monthly
CUST0762,27,Female,Chicago,40198,No,PayPal,Weekly
CUST0763,32,Female,New York,61194,No,Mobile Wallet,Weekly
CUST0764,42,Male,Los Angeles,75457,No,Mobile Wallet,Weekly
CUST0765,62,Female,New York,71879,Yes,PayPal,Weekly
CUST0766,27,Male,Los Angeles,52005,Yes,PayPal,Quarterly
CUST0767,63,Female,Houston,113386,No,Debit Card,Quarterly
CUST0768,31,Male,Houston,41629,Yes,Mobile Wallet,Monthly
CUST0769,22,Male,Phoenix,117821,Yes,PayPal,Monthly
CUST0770,44,Female,Phoenix,113768,Yes,Cash,Weekly
CUST0771,44,Male,Phoenix,74007,Yes,PayPal,Monthly
CUST0772,39,Female,Houston,88540,Yes,Mobile Wallet,Weekly
CUST0773,52,Male,New York,31493,Yes,PayPal,Quarterly
CUST0774,47,Male,New York,64761,Yes,Debit Card,Quarterly
CUST0775,44,Male,New York,57483,Yes,Credit Card,Weekly
CUST0776,21,Female,Chicago,62707,Yes,Mobile Wallet,Weekly
CUST0777,31,Female,Phoenix,38885,Yes,Mobile Wallet,Quarterly
CUST0778,44,Male,New York,75938,No,Credit Card,Monthly
CUST0779,42,Female,Phoenix,63640,Yes,PayPal,Monthly
CUST0780,67,Female,Phoenix,44160,No,Debit Card,Weekly
CUST0781,55,Male,Chicago,30167,Yes,PayPal,Quarterly
CUST0782,62,Male,Houston,36310,No,Credit Card,Monthly
CUST0783,19,Male,New York,80585,Yes,Debit Card,Monthly
CUST0784,66,Female,Chicago,87438,Yes,Cash,Quarterly
CUST0785,54,Male,Houston,85004,No,Cash,Weekly
CUST0786,42,Male,Houston,51802,No,Debit Card,Quarterly
CUST0787,48,Female,New York,84266,No,Cash,Quarterly
CUST0788,18,Male,Phoenix,94629,Yes,Debit Card,Monthly
CUST0789,40,Female,Los Angeles,79638,Yes,PayPal,Monthly
CUST0790,37,Male,Phoenix,76036,No,PayPal,Monthly
CUST0791,66,Female,Phoenix,101568,Yes,Credit Card,Monthly
CUST0792,42,Male,Los Angeles,79197,Yes,PayPal,Quarterly
CUST0793,44,Male,Houston,43294,No,PayPal,Weekly
CUST0794,52,Male,Los Angeles,92847,Yes,Credit Card,Quarterly
CUST0795,65,Female,Los Angeles,105766,No,Mobile Wallet,Weekly
CUST0796,65,Female,Chicago,115323,No,Mobile Wallet,Weekly
CUST0797,52,Male,Chicago,59567,Yes,Debit Card,Monthly
CUST0798,69,Male,Chicago,51319,Yes,Mobile Wallet,Quarterly
CUST0799,56,Female,Houston,89151,No,Mobile Wallet,Monthly
CUST0800,32,Male,Los Angeles,39661,No,Mobile Wallet,Weekly
CUST0801,49,Male,New York,34379,Yes,PayPal,Quarterly
CUST0802,32,Male,Los Angeles,68654,Yes,Mobile Wallet,Quarterly
CUST0803,35,Female,Houston,32631,Yes,PayPal,Monthly
CUST0804,45,Female,Chicago,71774,Yes,PayPal,Monthly
CUST0805,49,Male,Houston,64226,No,Credit Card,Quarterly
CUST0806,19,Female,Chicago,43726,Yes,Debit Card,Monthly
CUST0807,42,Male,Houston,39725,Yes,Credit Card,Monthly
CUST0808,39,Female,New York,74801,Yes,Cash,Weekly
CUST0809,60,Male,Chicago,52296,No,PayPal,Quarterly
CUST0810,61,Male,Chicago,79212,Yes,Mobile Wallet,Quarterly
CUST0811,69,Female,Los Angeles,51090,Yes,Mobile Wallet,Weekly
CUST0812,43,Male,Houston,39830,Yes,Cash,Monthly
CUST0813,64,Male,Phoenix,101702,No,Debit Card,Quarterly
CUST0814,28,Female,Phoenix,42203,Yes,PayPal,Monthly
CUST0815,47,Female,Los Angeles,74295,Yes,Cash,Weekly
CUST0816,26,Male,Houston,107860,No,Cash,Monthly
CUST0817,57,Female,New York,110431,No,Cash,Monthly
CUST0818,52,Female,Los Angeles,93273,No,PayPal,Quarterly
CUST0819,19,Female,Chicago,34062,Yes,PayPal,Weekly
CUST0820,43,Male,New York,86534,No,PayPal,Weekly
CUST0821,55,Female,Houston,115673,Yes,PayPal,Quarterly
CUST0822,54,Male,Chicago,51626,No,Credit Card,Weekly
CUST0823,60,Female,Phoenix,109602,No,Cash,Monthly
CUST0824,19,Male,Houston,86911,No,Credit Card,Quarterly
CUST0825,23,Male,Chicago,50591,Yes,Debit Card,Weekly
CUST0826,59,Female,Houston,37019,No,Cash,Monthly
CUST0827,45,Male,Chicago,43272,Yes,PayPal,Quarterly
CUST0828,26,Male,Houston,73397,No,PayPal,Monthly
CUST0829,47,Female,Phoenix,56941,No,PayPal,Weekly
CUST0830,29,Female,Los Angeles,54901,Yes,Credit Card,Quarterly
CUST0831,21,Male,Chicago,83645,Yes,PayPal,Quarterly
CUST0832,34,Female,Chicago,102628,No,Cash,Monthly
